canonical_key,alias_name,source_id,notes
janneys,Janneys,,From BFPerry person_id=1888
janneys_hotel,Janneys Hotel,,From BFPerry person_id=2510
janneys_house,Janneys House,,From BFPerry person_id=1857
jas,Jas,,From BFPerry person_id=2978
jeff_arnold,Jeff Arnold,,From BFPerry person_id=3072
jeff_davis,Jeff Davis,,From BFPerry person_id=2050
jenkins,Jenkins,,From BFPerry person_id=1863
jenkins_hammond,Jenkins Hammond,,From BFPerry person_id=1789
jennie,Jennie,,From BFPerry person_id=2479
jennie_carson,Jennie Carson,,From BFPerry person_id=2743
jennings,Jennings,,From BFPerry person_id=2715
jennings_goodlett,Jennings Goodlett,,From BFPerry person_id=2870
jennings_goodlett_c,Jennings Goodlett &c.,,From BFPerry person_id=4896
jerry,Jerry,,From BFPerry person_id=2866
jesse_r_gary,Jesse R. Gary,,From BFPerry person_id=2649
jesse_westmoreland,Jesse Westmoreland,,From BFPerry person_id=3068
jesse_youngs,Jesse Youngs,,From BFPerry person_id=1983
jim,Jim,,From BFPerry person_id=1766
jim_mays,Jim Mays,,From BFPerry person_id=2433
jim_mcdaniel,Jim McDaniel,,From BFPerry person_id=3067
jim_moore,Jim Moore,,From BFPerry person_id=2636
jimmy,Jimmy,,From BFPerry person_id=2366
jinny_lind,Jinny Lind,,From BFPerry person_id=3064
jno,Jno,,From BFPerry person_id=1978
jno_charles,Jno Charles,,From BFPerry person_id=3331
jno_ferguson,Jno Ferguson,,From BFPerry person_id=2331
jno_preston,Jno Preston,,From BFPerry person_id=1671
jno_prestons,Jno Prestons,,From BFPerry person_id=1927
jno_s_preston,Jno S. Preston,,From BFPerry person_id=3340
joab,Joab,,From BFPerry person_id=2731
joab_mauldin,Joab Mauldin,,From BFPerry person_id=2408
joab_mauldins,Joab Mauldins,,From BFPerry person_id=2618
joe,Joe,,From BFPerry person_id=2999
joe_ferguson,Joe Ferguson,,From BFPerry person_id=1977
joe_longs,Joe Longs,,From BFPerry person_id=2851
joe_mccullough,Joe McCullough,,From BFPerry person_id=3444
joel_ketchum,Joel Ketchum,,From BFPerry person_id=1980
joel_roberts_poinsett,Joel Roberts Poinsett,,From BFPerry person_id=2137
joel_roberts_poinsett,{Joel Roberts] Poinsett,,From BFPerry person_id=4111
john,John,,From BFPerry person_id=1781
john__harry,John & Harry,,From BFPerry person_id=4900
john__prince,John & Prince,,From BFPerry person_id=5125
john_a_inglis,John A. Inglis,,From BFPerry person_id=3175
john_a_quitman,John A. Quitman,,From BFPerry person_id=1998
john_a_quitman,John A.] Quitman,,From BFPerry person_id=3969
john_adams_dix,John Adams Dix,,From BFPerry person_id=1750
john_adams_dix,John Adams] Dix,,From BFPerry person_id=3711
john_algernon_sidney,John Algernon Sidney,,From BFPerry person_id=3169
john_algernon_sidney,John Algernon Sidney],,From BFPerry person_id=5221
john_ashe_alston,John Ashe Alston,,From BFPerry person_id=2053
john_baird,John Baird,,From BFPerry person_id=2941
john_baldwin,John Baldwin,,From BFPerry person_id=2913
john_bauskett,John Bauskett,,From BFPerry person_id=3303
john_bauskett,John] Bauskett,,From BFPerry person_id=5365
john_bausketts,John Bausketts,,From BFPerry person_id=3501
john_bausketts,John] Bausketts,,From BFPerry person_id=5584
john_belton,John Belton,,From BFPerry person_id=2471
john_belton,John Belton],,From BFPerry person_id=2427
john_bradly,John Bradly,,From BFPerry person_id=2130
john_c,John C.,,From BFPerry person_id=1962
john_c_norriss,John C.  Norriss,,From BFPerry person_id=1560
john_c_norriss,John C.  Norriss&,,From BFPerry person_id=3519
john_c_calhouns,John C. Calhouns,,From BFPerry person_id=3013
john_charles,John Charles,,From BFPerry person_id=2587
john_charles_mcclenaghan,John Charles McClenaghan,,From BFPerry person_id=3206
john_charles_mcclenaghan,John Charles] McClenaghan,,From BFPerry person_id=5259
john_cunningham,John Cunningham,,From BFPerry person_id=1894
john_davis,John Davis,,From BFPerry person_id=1751
john_davis,John] Davis,,From BFPerry person_id=3712
john_durant_ashmore,John Durant Ashmore,,From BFPerry person_id=1926
john_durant_ashmore,John Durant] Ashmore,,From BFPerry person_id=3895
john_e_norris,John E. Norris,,From BFPerry person_id=2863
john_etienne,John Etienne,,From BFPerry person_id=3002
john_ferguson,John Ferguson,,From BFPerry person_id=2432
john_fowler,John Fowler,,From BFPerry person_id=1905
john_greens,John Greens,,From BFPerry person_id=1576
john_h_harrisons,John H. Harrisons,,From BFPerry person_id=2953
john_haul,John haul,,From BFPerry person_id=1636
john_hughson,John Hughson,,From BFPerry person_id=2306
john_izard_middleton__desaussure,John Izard] Middleton & DeSaussure &,,From BFPerry person_id=4301
john_j_crittenden,John J. Crittenden,,From BFPerry person_id=1819
john_j_crittenden_of,John J.] Crittenden of,,From BFPerry person_id=3784
john_jones,John Jones,,From BFPerry person_id=2089
john_l_manning,John L. Manning,,From BFPerry person_id=2361
john_l_manning,John L.] Manning,,From BFPerry person_id=5214
john_latimer_westmoreland,John Latimer Westmoreland,,From BFPerry person_id=2513
john_latimer_westmoreland,John Latimer] Westmoreland,,From BFPerry person_id=4515
john_leconte,John LeConte,,From BFPerry person_id=1733
john_ligon,John Ligon,,From BFPerry person_id=2988
john_marshal,John Marshal,,From BFPerry person_id=3030
john_maxwell,John Maxwell,,From BFPerry person_id=2783
john_mccoll,John McColl,,From BFPerry person_id=2116
john_p_richardson,John P. Richardson,,From BFPerry person_id=2280
john_p_richardson,John P.] Richardson,,From BFPerry person_id=4262
john_perry,John Perry,,From BFPerry person_id=3438
john_perrys,John Perrys,,From BFPerry person_id=2716
john_peter_richardson,John Peter Richardson,,From BFPerry person_id=2470
john_peter_richardson,John Peter] Richardson,,From BFPerry person_id=4470
john_preston,John Preston,,From BFPerry person_id=1609
john_preston__old,John Preston & old,,From BFPerry person_id=4567
john_prestons,John Prestons,,From BFPerry person_id=2854
john_q_adams,John Q. Adams,,From BFPerry person_id=1621
john_read,John Read,,From BFPerry person_id=2438
john_reeds,John Reeds,,From BFPerry person_id=2728
john_s_prestons,John S. Prestons,,From BFPerry person_id=2516
john_sloan,John Sloan,,From BFPerry person_id=3156
john_smyth_richardson,John Smyth Richardson,,From BFPerry person_id=2134
john_smyth_richardson,John Smyth] Richardson,,From BFPerry person_id=4107
john_t_hoffman,John T. Hoffman,,From BFPerry person_id=2933
john_t_hoffman,John T.] Hoffman,,From BFPerry person_id=4963
john_t_sloan,John T. Sloan,,From BFPerry person_id=3383
john_van_buren,John Van Buren &,,From BFPerry person_id=2104
john_w,John W,,From BFPerry person_id=2078
john_watson,John Watson,,From BFPerry person_id=2909
john_westfield,John Westfield,,From BFPerry person_id=2850
john_wickliffe_stokes,John Wickliffe Stokes,,From BFPerry person_id=2847
john_wickliffe_stokes,John Wickliffe] Stokes,,From BFPerry person_id=4871
johnson,Johnson,,From BFPerry person_id=1649
johnsons,Johnsons,,From BFPerry person_id=3268
johnston,Johnston,,From BFPerry person_id=2614
johnstone,Johnstone,,From BFPerry person_id=2536
johny,Johny,,From BFPerry person_id=2124
jones,Jones,,From BFPerry person_id=1799
jordan_pool,Jordan Pool,,From BFPerry person_id=2906
joseph,Joseph,,From BFPerry person_id=2805
joseph,Joseph &,,From BFPerry person_id=4826
joseph_daniel_pope,Joseph Daniel Pope,,From BFPerry person_id=2622
joseph_daniel_pope,Joseph Daniel] Pope,,From BFPerry person_id=4632
joseph_duncan,Joseph Duncan,,From BFPerry person_id=3018
joseph_h_bradley,Joseph H. Bradl[e]y &,,From BFPerry person_id=3181
joseph_h_bradley,Joseph H.] Bradl[e]y &,,From BFPerry person_id=5232
joseph_leconte,Joseph LeConte,,From BFPerry person_id=3264
joseph_lecontes,Joseph LeContes,,From BFPerry person_id=3434
joseph_n_whitner,Joseph N. Whitner,,From BFPerry person_id=2006
joseph_n_whitner,Joseph N.] Whitner,,From BFPerry person_id=3977
joseph_newton,Joseph Newton,,From BFPerry person_id=1755
joseph_powell,Joseph Powell,,From BFPerry person_id=3157
joseph_rodgers,Joseph Rodgers,,From BFPerry person_id=1786
joseph_rogers,Joseph Rogers,,From BFPerry person_id=1555
joseph_woodward,Joseph Woodward,,From BFPerry person_id=1818
joseph_woodward,Joseph] Woodward &,,From BFPerry person_id=3783
josephs,Josephs,,From BFPerry person_id=1951
josiah,Josiah,,From BFPerry person_id=1591
josiah_b_perry,Josiah B. Perry,,From BFPerry person_id=2439
josiah_james_evans,Josiah James Evans,,From BFPerry person_id=2772
josiah_james_evans,Josiah James] Evans,,From BFPerry person_id=4792
judhe_w,Judhe W,,From BFPerry person_id=3318
judisiary,Judisiary,,From BFPerry person_id=3152
julia_a_hext,Julia A. Hext,,From BFPerry person_id=1913
julia_a_hext,Julia A.] Hext,,From BFPerry person_id=3881
juror,Juror,,From BFPerry person_id=3454
justine_dunkin,Justine Dunkin,,From BFPerry person_id=2074
kay,Kay,,From BFPerry person_id=2617
keep,Keep,,From BFPerry person_id=1970
keith,Keith,,From BFPerry person_id=1598
keiths,Keiths,,From BFPerry person_id=1593
keitt,Keitt,,From BFPerry person_id=1843
kellys_ford,Kellys Ford,,From BFPerry person_id=1975
kemble,Kemble,,From BFPerry person_id=2923
kennedy,Kennedy,,From BFPerry person_id=1761
kershaw,Kershaw,,From BFPerry person_id=1867
kershaws_regiment,Kershaws Regiment,,From BFPerry person_id=2550
kilgore,Kilgore,,From BFPerry person_id=2683
kilgores,Kilgores,,From BFPerry person_id=2418
kinder_hook,Kinder Hook,,From BFPerry person_id=2102
king,King,,From BFPerry person_id=1893
kiss,Kiss,,From BFPerry person_id=2648
kiss_anna,Kiss Anna,,From BFPerry person_id=5293
kiss_arthur,Kiss Arthur,,From BFPerry person_id=2519
kiss_hext,Kiss Hext,,From BFPerry person_id=5236
knifeanna,knifeAnna,,From BFPerry person_id=4804
kohls_russia,Kohls Russia,,From BFPerry person_id=2189
l,L,,From BFPerry person_id=3435
laborde,LaBorde,,From BFPerry person_id=2356
labordes,Labordes,,From BFPerry person_id=2691
ladies,Ladies,,From BFPerry person_id=2592
lady,Lady,,From BFPerry person_id=2492
lady_blessingtons_memoir,Lady Blessingtons Memoir,,From BFPerry person_id=3221
lamb,Lamb,,From BFPerry person_id=2638
lane,Lane,,From BFPerry person_id=2482
lanneau,Lanneau,,From BFPerry person_id=2304
larkin,Larkin,,From BFPerry person_id=2446
latta,Latta,,From BFPerry person_id=2197
lattimore,Lattimore,,From BFPerry person_id=2581
laura,Laura,,From BFPerry person_id=1696
lauren_ch,Lauren C.H.,,From BFPerry person_id=5500
laurens,Laurens,,From BFPerry person_id=1567
laurens_c_house,Laurens C. House,,From BFPerry person_id=4531
laurens_ch,Laurens C.H.,,From BFPerry person_id=1553
laurens_ch_went,Laurens C.H.  Went,,From BFPerry person_id=2146
laurensville_herald,Laurensville Herald,,From BFPerry person_id=4475
law,Law,,From BFPerry person_id=3132
lawrence,Lawrence,,From BFPerry person_id=774
lawrence_m_keitt,Lawrence M. Keitt,,From BFPerry person_id=2337
lawrence_m_keitt,Lawrence M.] Keitt,,From BFPerry person_id=4325
lawton,Lawton,,From BFPerry person_id=2476
lawyer,Lawyer,,From BFPerry person_id=3103
le,Le,,From BFPerry person_id=2444
leap,Leap,,From BFPerry person_id=5009
leary,Leary,,From BFPerry person_id=2031
leavy,Leavy,,From BFPerry person_id=3285
leconte,LeConte,,From BFPerry person_id=1662
leconte_c_fannie,LeConte &c.  Fannie,,From BFPerry person_id=3402
lecontes,LeContes,,From BFPerry person_id=2226
lecowleys_regiment,Lecowleys Regiment,,From BFPerry person_id=3418
lectures,Lectures,,From BFPerry person_id=4650
lee,Lee,,From BFPerry person_id=1596
legare,Legare,,From BFPerry person_id=2071
leitner,Leitner,,From BFPerry person_id=2593
lesesne,Lesesne,,From BFPerry person_id=3247
letter_321,Letter 321,,From BFPerry person_id=3393
letter_402,Letter 402,,From BFPerry person_id=4337
letter_460,Letter 460,,From BFPerry person_id=3693
letter_479,Letter 479,,From BFPerry person_id=5524
letter_480,Letter 480,,From BFPerry person_id=5315
letter_664,Letter 664,,From BFPerry person_id=4115
letter_722,Letter 722,,From BFPerry person_id=5237
levy,Levy,,From BFPerry person_id=2322
lewis,Lewis,,From BFPerry person_id=2181
lewis_moonwent,Lewis Moonwent,,From BFPerry person_id=2497
lewis_r,Lewis R.,,From BFPerry person_id=1861
library,Library,,From BFPerry person_id=2402
lida_mckay,Lida McKay,,From BFPerry person_id=2722
lieber,Lieber,,From BFPerry person_id=1846
liebers,Liebers,,From BFPerry person_id=1866
lieut,Lieut,,From BFPerry person_id=2457
lieut_cols,Lieut Cols,,From BFPerry person_id=2561
lindsay,Lindsay,,From BFPerry person_id=2539
lindy,Lindy,,From BFPerry person_id=1698
lipscomb,Lipscomb,,From BFPerry person_id=2383
lister,Lister,,From BFPerry person_id=2994
little_frank,Little Frank,,From BFPerry person_id=3134
liver,Liver,,From BFPerry person_id=5092
livingston,Livingston,,From BFPerry person_id=2810
liz,Liz,,From BFPerry person_id=1554
lizie,Lizie,,From BFPerry person_id=3470
lizmy,Lizmy,,From BFPerry person_id=1635
lizzie,Lizzie,,From BFPerry person_id=1713
lizzie_r_smith,Lizzie R. Smith,,From BFPerry person_id=2709
lizzie_smith,Lizzie Smith,,From BFPerry person_id=3098
long,Long,,From BFPerry person_id=2635
longstreet,Longstreet,,From BFPerry person_id=2385
lord,Lord,,From BFPerry person_id=3379
louis_trezevant_wigfall,Louis Trezevant Wigfall,,From BFPerry person_id=3461
louis_trezevant_wigfall,Louis Trezevant] Wigfall &,,From BFPerry person_id=5543
lowndes,Lowndes,,From BFPerry person_id=1650
ls,Ls,,From BFPerry person_id=4357
lula,Lula,,From BFPerry person_id=1723
lula_leconte,Lula LeConte,,From BFPerry person_id=2784
lunatic,Lunatic,,From BFPerry person_id=3228
lung_fever,Lung Fever,,From BFPerry person_id=2890
luther,Luther,,From BFPerry person_id=2022
luther_mcbee,Luther McBee,,From BFPerry person_id=1693
lynch,Lynch,,From BFPerry person_id=3370
lynn_watsons,Lynn Watsons,,From BFPerry person_id=2706
m_governor,M.  Governor,,From BFPerry person_id=3843
m_governor,M. Governor,,From BFPerry person_id=1876
ma,Ma,,From BFPerry person_id=1573
maddox,Maddox,,From BFPerry person_id=1568
maggie,Maggie,,From BFPerry person_id=1695
magrath,Magrath,,From BFPerry person_id=1738
magrath_governor,Magrath Governor,,From BFPerry person_id=3432
mahaffey,Mahaffey,,From BFPerry person_id=3115
mahon,Mahon,,From BFPerry person_id=2629
major_tj_wright,Major T.J. Wright,,From BFPerry person_id=220
make_greenfield,Make Greenfield,,From BFPerry person_id=2969
make_reuben,Make Reuben,,From BFPerry person_id=4924
manly,Manly,,From BFPerry person_id=3091
manning,Manning,,From BFPerry person_id=1708
mannings,Mannings,,From BFPerry person_id=2064
manorah,Manorah,,From BFPerry person_id=2660
marenick,Marenick,,From BFPerry person_id=3282
maria,Maria,,From BFPerry person_id=1934
mario,Mario,,From BFPerry person_id=1936
markley,Markley,,From BFPerry person_id=3127
markleys,Markleys,,From BFPerry person_id=2460
marry_arnold,marry Arnold,,From BFPerry person_id=3803
marry_boysno,marry boysno,,From BFPerry person_id=5041
marry_williams,marry Williams,,From BFPerry person_id=2723
marshall,Marshall,,From BFPerry person_id=2560
martha,Martha,,From BFPerry person_id=3092
martha_calhoun,Martha Calhoun,,From BFPerry person_id=2313
martin,Martin,,From BFPerry person_id=1611
martin_clerk,Martin Clerk,,From BFPerry person_id=2224
martin_clerk,Martin Clerk &,,From BFPerry person_id=4203
martin_edwards,Martin Edwards,,From BFPerry person_id=3154
martin_seemed_kind,martin seemed kind &,,From BFPerry person_id=5179
martinsburg,Martinsburg,,From BFPerry person_id=2141
mary,Mary,,From BFPerry person_id=2143
mary_adams,Mary Adams,,From BFPerry person_id=1920
mary_cleveland,Mary Cleveland,,From BFPerry person_id=2247
mary_dillon,Mary Dillon,,From BFPerry person_id=3409
mary_hardin,Mary Hardin,,From BFPerry person_id=2946
mary_jones,Mary Jones,,From BFPerry person_id=2848
mary_mauldin,Mary Mauldin,,From BFPerry person_id=2349
mary_mauldin_betty,Mary Mauldin Betty,,From BFPerry person_id=3492
mary_mauldin_betty__oscar,Mary Mauldin Betty & Oscar,,From BFPerry person_id=5575
mary_mauldins,Mary Mauldins,,From BFPerry person_id=3212
mary_mccall,Mary McCall,,From BFPerry person_id=2085
mary_mclain,Mary McLain,,From BFPerry person_id=2912
mas,Mas,,From BFPerry person_id=2498
mason,Mason,,From BFPerry person_id=2106
masons,Masons,,From BFPerry person_id=2105
master_frank_perry,Master Frank Perry,,From BFPerry person_id=686
master_perry__miss_emily,Master Perry & Miss Emily,,From BFPerry person_id=1544
mathew_williams,Mathew Williams,,From BFPerry person_id=3400
mattie,Mattie,,From BFPerry person_id=2072
mattison,Mattison,,From BFPerry person_id=1790
mauldin,Mauldin,,From BFPerry person_id=2210
maxwell,Maxwell,,From BFPerry person_id=1777
may,May,,From BFPerry person_id=2010
maybin,Maybin,,From BFPerry person_id=2682
maybin_of_columbia,Maybin of Columbia,,From BFPerry person_id=4667
maybins,Maybins,,From BFPerry person_id=2732
maybins_hotel,Maybins Hotel,,From BFPerry person_id=4525
mayrants,Mayrants,,From BFPerry person_id=2527
mays,Mays,,From BFPerry person_id=3083
mcbee,McBee,,From BFPerry person_id=1851
mcbees,McBees,,From BFPerry person_id=2264
mccain,McCain,,From BFPerry person_id=3024
mccall,McCall,,From BFPerry person_id=1864
mccallenquired,McCallenquired,,From BFPerry person_id=3989
mccalls,McCalls,,From BFPerry person_id=1902
mccarter,McCarter,,From BFPerry person_id=3484
mccauley,McCauley,,From BFPerry person_id=2742
mccay,McCay,,From BFPerry person_id=1848
mccays,McCays,,From BFPerry person_id=2485
mccays_address,McCays Address,,From BFPerry person_id=3342
mcclanahan,McClanahan,,From BFPerry person_id=2109
mcclanahans,McClanahans,,From BFPerry person_id=3069
mcclellan,McClellan,,From BFPerry person_id=2326
mcclures,McClures,,From BFPerry person_id=3426
mcconley,McConley,,From BFPerry person_id=3496
mccord,McCord,,From BFPerry person_id=1829
mccordquite,McCordquite,,From BFPerry person_id=2838
mccrady,McCrady,,From BFPerry person_id=3485
mccray,McCray,,From BFPerry person_id=2558
mccready,McCready,,From BFPerry person_id=2647
mccreadys,McCreadys,,From BFPerry person_id=1653
mccullough,McCullough,,From BFPerry person_id=2737
mccully,McCully,,From BFPerry person_id=2259
mcdaniel,McDaniel,,From BFPerry person_id=2213
mcduffie,McDuffie,,From BFPerry person_id=1626
mcduffies,McDuffies,,From BFPerry person_id=2474
mcelroys,McElroys,,From BFPerry person_id=2958
mcfall,McFall,,From BFPerry person_id=2174
mcfarland,McFarland,,From BFPerry person_id=2916
mcgowan,McGowan,,From BFPerry person_id=1710
mcgowen,McGowen,,From BFPerry person_id=2976
mcgrath,McGrath,,From BFPerry person_id=2696
mcjunkin,McJunkin,,From BFPerry person_id=3471
mckay,McKay,,From BFPerry person_id=2307
mckewn,McKewn,,From BFPerry person_id=3025
mckinney,McKinney,,From BFPerry person_id=2633
mclaws,McLaws,,From BFPerry person_id=1974
mcleod,McLeod,,From BFPerry person_id=3487
mclure,McLure,,From BFPerry person_id=2681
mcmakin,McMakin,,From BFPerry person_id=2149
mcmaster,McMaster,,From BFPerry person_id=2759
mcpheters,McPheters,,From BFPerry person_id=1724
mcqueen,McQueen,,From BFPerry person_id=2843
mcqueens,McQueens,,From BFPerry person_id=2760
mcwilliam,McWilliam,,From BFPerry person_id=2123
mcwillie,McWillie,,From BFPerry person_id=2472
mdid,Mdid,,From BFPerry person_id=3122
meade,Meade,,From BFPerry person_id=1952
meek,Meek,,From BFPerry person_id=2925
melton,Melton,,From BFPerry person_id=3198
memminger,Memminger,,From BFPerry person_id=2081
menninger,Menninger,,From BFPerry person_id=3009
mer,Mer,,From BFPerry person_id=2865
merritt,Merritt,,From BFPerry person_id=2173
mess,Mess,,From BFPerry person_id=2301
methodist,Methodist,,From BFPerry person_id=3019
michael,Michael,,From BFPerry person_id=1813
middlekoff,Middlekoff,,From BFPerry person_id=2705
middleton,Middleton,,From BFPerry person_id=1628
midss_gordon,Midss Gordon,,From BFPerry person_id=5491
miles,Miles,,From BFPerry person_id=2537
miles_norton,Miles Norton,,From BFPerry person_id=3158
military_ball,Military Ball,,From BFPerry person_id=3424
miller,Miller,,From BFPerry person_id=1645
millers,Millers,,From BFPerry person_id=2589
mills,Mills,,From BFPerry person_id=1717
minerva,Minerva,,From BFPerry person_id=1641
mis_graham,Mis Graham,,From BFPerry person_id=3453
miss,Miss,,From BFPerry person_id=3310
miss_anna_perry,Miss Anna Perry,,From BFPerry person_id=366
miss_b,Miss B.,,From BFPerry person_id=2670
miss_benson,Miss Benson,,From BFPerry person_id=2954
miss_branch,Miss Branch,,From BFPerry person_id=2744
miss_brenan,Miss Brenan,,From BFPerry person_id=2020
miss_caldwell,Miss Caldwell,,From BFPerry person_id=2949
miss_carroll,Miss Carroll,,From BFPerry person_id=3056
miss_cox,Miss Cox,,From BFPerry person_id=2370
miss_e_barnwell,Miss E. Barnwell,,From BFPerry person_id=2849
miss_earle,Miss Earle,,From BFPerry person_id=1601
miss_garlington,Miss Garlington,,From BFPerry person_id=3130
miss_gerard,Miss Gerard,,From BFPerry person_id=2565
miss_gibbes,Miss Gibbes,,From BFPerry person_id=3263
miss_gordon,Miss Gordon,,From BFPerry person_id=3413
miss_graham,Miss Graham,,From BFPerry person_id=1917
miss_hampton,Miss Hampton,,From BFPerry person_id=2869
miss_harper,Miss Harper,,From BFPerry person_id=2282
miss_harriet_walker,Miss Harriet Walker,,From BFPerry person_id=2960
miss_horlbeck,Miss Horlbeck,,From BFPerry person_id=3267
miss_horton,Miss Horton,,From BFPerry person_id=2672
miss_lyles,Miss Lyles,,From BFPerry person_id=2920
miss_manning_sm,Miss Manning Sm,,From BFPerry person_id=1666
miss_mardens,Miss Mardens,,From BFPerry person_id=3386
miss_mcbee,Miss McBee,,From BFPerry person_id=2026
miss_mccall,Miss McCall,,From BFPerry person_id=2458
miss_mory,Miss Mory,,From BFPerry person_id=2967
miss_murden,Miss Murden,,From BFPerry person_id=3218
miss_pickens,Miss Pickens,,From BFPerry person_id=2739
miss_powell,Miss Powell,,From BFPerry person_id=2818
miss_rodgers,Miss Rodgers,,From BFPerry person_id=1821
miss_smith,Miss Smith,,From BFPerry person_id=2982
miss_sparks,Miss Sparks,,From BFPerry person_id=2740
miss_walker,Miss Walker,,From BFPerry person_id=1881
missmcbee,MissMcBee,,From BFPerry person_id=3997
mitchell,Mitchell,,From BFPerry person_id=1608
mom,Mom,,From BFPerry person_id=2998
monarch,Monarch,,From BFPerry person_id=2101
monroe,Monroe,,From BFPerry person_id=1883
moon,Moon,,From BFPerry person_id=3163
mooney,Mooney,,From BFPerry person_id=2381
mooneys,Mooneys,,From BFPerry person_id=2150
moore,Moore,,From BFPerry person_id=1763
mordecai,Mordecai,,From BFPerry person_id=1648
mordecais,Mordecais,,From BFPerry person_id=2939
morgan,Morgan,,From BFPerry person_id=2046
morris,Morris,,From BFPerry person_id=1938
moss,Moss,,From BFPerry person_id=2184
mostin,mostin,,From BFPerry person_id=3463
mountaineer,Mountaineer,,From BFPerry person_id=1753
mr_bf_perry,Mr. B.F. Perry,,From BFPerry person_id=810
mr_editor,Mr. Editor,,From BFPerry person_id=1546
mr_frank_perry,Mr. Frank Perry,,From BFPerry person_id=740
mr_john_pettit,Mr. John Pettit,,From BFPerry person_id=646
mr_whm_perry,Mr. W.H.M. Perry,,From BFPerry person_id=166
mr_william_hayne_perry,Mr. William Hayne Perry,,From BFPerry person_id=776
mr_willie_perry,Mr. Willie Perry,,From BFPerry person_id=578
mrs_elizabeth_perry,Mrs.  Elizabeth Perry,,From BFPerry person_id=558
mrs_elizabeth_perry,Mrs. Elizabeth Perry,,From BFPerry person_id=2
mrs_b_f_perry,Mrs. B. F. Perry,,From BFPerry person_id=16
mrs_bf_perry,Mrs. B.F. Perry,,From BFPerry person_id=54
mrs_eliza_r_lauren,Mrs. Eliza R. Lauren,,From BFPerry person_id=1468
mrs_elizabetrh_perry,Mrs. Elizabetrh Perry,,From BFPerry person_id=1420
mrs_fannie_beattie,Mrs. Fannie Beattie,,From BFPerry person_id=1548
mrs_john_pettit,Mrs. John Pettit,,From BFPerry person_id=638
mrs_perry,Mrs. Perry,,From BFPerry person_id=68
mules,Mules,,From BFPerry person_id=2496
mullins,Mullins,,From BFPerry person_id=2179
munro,Munro,,From BFPerry person_id=2826
munson,Munson,,From BFPerry person_id=1914
murray,Murray,,From BFPerry person_id=1854
my_bill,My Bill,,From BFPerry person_id=3116
nance,Nance,,From BFPerry person_id=1630
nances,Nances,,From BFPerry person_id=1982
nashe,Nashe,,From BFPerry person_id=1760
nashe_vs_rodgers,Nashe vs Rodgers,,From BFPerry person_id=3722
nat,Nat,,From BFPerry person_id=3312
nat_butler,Nat Butler,,From BFPerry person_id=3311
nat_heyward,Nat Heyward,,From BFPerry person_id=3478
nathaniel,Nathaniel,,From BFPerry person_id=2729
nathaniel_morgan,Nathaniel Morgan,,From BFPerry person_id=2512
nathaniel_morgan,Nathaniel] Morgan,,From BFPerry person_id=4514
nathaniel_p,Nathaniel P.,,From BFPerry person_id=3259
nathaniel_p,Nathaniel P.],,From BFPerry person_id=5320
nathaniel_ridley,Nathaniel Ridley,,From BFPerry person_id=1997
nature,Nature,,From BFPerry person_id=3042
neeley,Neeley,,From BFPerry person_id=1762
neelys,Neelys,,From BFPerry person_id=2781
negroes,Negroes,,From BFPerry person_id=3052
nellie_orr,Nellie Orr,,From BFPerry person_id=2676
nelly_orr,Nelly Orr,,From BFPerry person_id=3081
nelson,Nelson,,From BFPerry person_id=1907
newberry,Newberry,,From BFPerry person_id=1774
newberry_ch,Newberry C.H.,,From BFPerry person_id=4999
newberry_ch,Newberry CH,,From BFPerry person_id=2666
niagara,Niagara,,From BFPerry person_id=2012
niagara_falls,Niagara Falls,,From BFPerry person_id=2250
niagara_falls,Niagara Falls &,,From BFPerry person_id=4965
nichols,Nichols,,From BFPerry person_id=2255
nikerson,Nikerson,,From BFPerry person_id=3486
norece,Norece,,From BFPerry person_id=3423
norris,Norris,,From BFPerry person_id=2861
norton,Norton,,From BFPerry person_id=3433
ohanlons_will,OHanlons Will,,From BFPerry person_id=3503
old_charles,Old Charles,,From BFPerry person_id=2205
olin_miller_dantzler,Olin Miller Dantzler,,From BFPerry person_id=2596
olin_miller_dantzler,Olin Miller] Dantzler,,From BFPerry person_id=4604
oliver_evans_edwards,Oliver Evans Edwards,,From BFPerry person_id=2915
oliver_evans_edwards,Oliver Evans] Edwards,,From BFPerry person_id=4945
oliver_h_perry,Oliver H. Perry,,From BFPerry person_id=3352
oneall,ONeall,,From BFPerry person_id=1732
onealls,ONealls,,From BFPerry person_id=2893
order,Order,,From BFPerry person_id=1963
orr,Orr,,From BFPerry person_id=1561
orrs,Orrs,,From BFPerry person_id=1704
oscar,Oscar,,From BFPerry person_id=3493
oscar_mauldin,Oscar Mauldin,,From BFPerry person_id=2984
oswald,Oswald,,From BFPerry person_id=2830
owens,Owens,,From BFPerry person_id=1654
ozey_robert_broyles,Ozey Robert] Broyles,,From BFPerry person_id=1680
p_mcbee,P. McBee,,From BFPerry person_id=2236
pm,P.M.,,From BFPerry person_id=3739
ps_ed_stokes,P.S. Ed Stokes,,From BFPerry person_id=4691
painting,Painting,,From BFPerry person_id=3403
palmer,Palmer,,From BFPerry person_id=2569
pamela,Pamela,,From BFPerry person_id=1583
pamela_cunningham,Pamela Cunningham,,From BFPerry person_id=2598
pamela_cunningham,Pamela Cunningham &,,From BFPerry person_id=4886
pamelas,Pamelas,,From BFPerry person_id=2528
papa,Papa,,From BFPerry person_id=2857
papas,Papas,,From BFPerry person_id=2864
