canonical_key,alias_name,source_id,notes
dubac,Dubac,,From BFPerry person_id=2180
duboses,Duboses,,From BFPerry person_id=3325
dudaes,Dudaes,,From BFPerry person_id=2767
dudley,Dudley,,From BFPerry person_id=2284
duncan,Duncan,,From BFPerry person_id=1858
duncan_brooks,Duncan Brooks,,From BFPerry person_id=2166
duncanscase,Duncanscase,,From BFPerry person_id=3162
dunham,Dunham,,From BFPerry person_id=3348
dunhams,Dunhams,,From BFPerry person_id=3146
dunkin,Dunkin,,From BFPerry person_id=1712
dunkins,Dunkins,,From BFPerry person_id=2292
dunlap,Dunlap,,From BFPerry person_id=1589
dyer,Dyer,,From BFPerry person_id=2889
dyer__george_wells,Dyer & George Wells,,From BFPerry person_id=5175
dyers,Dyers,,From BFPerry person_id=3101
dyson,Dyson,,From BFPerry person_id=2957
e,E,,From BFPerry person_id=2229
ed_earle,E.D. Earle,,From BFPerry person_id=3329
earle,Earle,,From BFPerry person_id=1603
earles,Earles,,From BFPerry person_id=1604
earles_battery,Earles Battery,,From BFPerry person_id=3306
easley,Easley,,From BFPerry person_id=2222
easleys,Easleys,,From BFPerry person_id=2168
easly,Easly,,From BFPerry person_id=2883
easton,Easton,,From BFPerry person_id=3381
ed_rowland,Ed Rowland,,From BFPerry person_id=2602
ed_stokes,Ed Stokes,,From BFPerry person_id=2330
edgefield,Edgefield,,From BFPerry person_id=2362
edgefieldrobert_dav,EdgefieldRobert Dav,,From BFPerry person_id=4220
editor,Editor,,From BFPerry person_id=2368
editorial,Editorial,,From BFPerry person_id=1659
edmond_hayne,Edmond Hayne,,From BFPerry person_id=3330
edmund_rhett,Edmund Rhett,,From BFPerry person_id=2779
edward,Edward,,From BFPerry person_id=1925
edward_bishop,Edward Bishop,,From BFPerry person_id=2279
edward_buist,Edward Buist,,From BFPerry person_id=2237
edward_earle,Edward Earle,,From BFPerry person_id=3147
edward_frost,Edward Frost,,From BFPerry person_id=2570
edward_frost,Edward] Frost,,From BFPerry person_id=4578
edward_hayne,Edward Hayne,,From BFPerry person_id=1898
edward_jones,Edward Jones,,From BFPerry person_id=2353
edward_rhett,Edward Rhett,,From BFPerry person_id=3439
edward_stokes,Edward Stokes,,From BFPerry person_id=2151
edwards,Edwards,,From BFPerry person_id=2013
edwin_p_jones,Edwin P. Jones,,From BFPerry person_id=2140
efford,Efford,,From BFPerry person_id=2611
elford,Elford,,From BFPerry person_id=1582
elford_thompson,Elford Thompson,,From BFPerry person_id=3338
elfords,Elfords,,From BFPerry person_id=1889
elgins,Elgins,,From BFPerry person_id=2384
elias_chumpton_leitner,Elias Chumpton Leitner,,From BFPerry person_id=3059
elias_chumpton_leitner,Elias Chumpton] Leitner,,From BFPerry person_id=5102
elias_d_earles,Elias D. Earles,,From BFPerry person_id=3219
elias_earle,Elias Earle,,From BFPerry person_id=1987
elias_roberts,Elias Roberts,,From BFPerry person_id=2626
eliasearle,EliasEarle,,From BFPerry person_id=5135
eliza_hayne,Eliza Hayne,,From BFPerry person_id=2902
eliza_irby,Eliza Irby,,From BFPerry person_id=1665
eliza_r_laurens,Eliza R. Laurens,,From BFPerry person_id=3262
elizabeth,Elizabeth,,From BFPerry person_id=2443
elizabeth_mccall,Elizabeth McCall,,From BFPerry person_id=1619
elizabeth_perry,Elizabeth Perry,,From BFPerry person_id=1571
elizabeth_town,Elizabeth Town,,From BFPerry person_id=2252
elizabethg_perry,Elizabethg Perry,,From BFPerry person_id=3192
elizabetrh_perry,Elizabetrh Perry,,From BFPerry person_id=2058
ellen_janney,Ellen Janney,,From BFPerry person_id=3088
ellerbe_b_cash,Ellerbe B. Cash,,From BFPerry person_id=3304
ellerbe_b_cash,Ellerbe B.] Cash,,From BFPerry person_id=5366
ellet,Ellet,,From BFPerry person_id=2523
elliott,Elliott,,From BFPerry person_id=3507
elliott_keith,Elliott Keith,,From BFPerry person_id=2159
elmore,Elmore,,From BFPerry person_id=3308
elvin_knotts,Elvin Knotts,,From BFPerry person_id=2327
emily_earle,Emily Earle,,From BFPerry person_id=2122
emily_hayne,Emily Hayne,,From BFPerry person_id=1901
emma,Emma,,From BFPerry person_id=1697
emma_julia_blum,Emma Julia Blum,,From BFPerry person_id=2719
enemy,Enemy,,From BFPerry person_id=1767
englandwild,Englandwild,,From BFPerry person_id=1928
envelopes,Envelopes,,From BFPerry person_id=3248
episcopal,Episcopal,,From BFPerry person_id=1836
erected,Erected,,From BFPerry person_id=4975
erwin,Erwin,,From BFPerry person_id=1656
erwin_jones,Erwin Jones,,From BFPerry person_id=2973
erwin_patton,Erwin Patton,,From BFPerry person_id=3062
esquire_brown,Esquire Brown,,From BFPerry person_id=1772
esquire_cox,Esquire Cox,,From BFPerry person_id=2258
esquire_griffith,Esquire Griffith,,From BFPerry person_id=1775
evans,Evans,,From BFPerry person_id=1852
everett,Everett,,From BFPerry person_id=2917
f,F,,From BFPerry person_id=3489
f,F.,,From BFPerry person_id=5459
f_robe,F Robe,,From BFPerry person_id=2573
f_today,F today,,From BFPerry person_id=4355
f_burt,F. Burt,,From BFPerry person_id=2044
f_croft,F. Croft,,From BFPerry person_id=2657
f_mccaw,F. McCaw,,From BFPerry person_id=2067
f_p_reed,F. P. Reed,,From BFPerry person_id=2885
f_wardlaw,F. Wardlaw,,From BFPerry person_id=2335
fj_moses,F.J. Moses,,From BFPerry person_id=2061
fw_pickens,F.W. Pickens,,From BFPerry person_id=3356
faculty,Faculty,,From BFPerry person_id=2477
fainny,Fainny,,From BFPerry person_id=2970
fair,Fair,,From BFPerry person_id=1730
fairs,Fairs,,From BFPerry person_id=2621
fannie,Fannie,,From BFPerry person_id=1991
fannie_beattie,Fannie Beattie,,From BFPerry person_id=2373
fannie_irvine,Fannie Irvine,,From BFPerry person_id=3225
fannie_perry,Fannie Perry,,From BFPerry person_id=764
fanny,Fanny,,From BFPerry person_id=1800
fanny_kemble,Fanny Kemble,,From BFPerry person_id=1768
farley,Farley,,From BFPerry person_id=3406
farms,Farms,,From BFPerry person_id=3295
farrow,Farrow,,From BFPerry person_id=3005
felder,Felder,,From BFPerry person_id=3235
felix_rodgers,Felix Rodgers,,From BFPerry person_id=2034
female,Female,,From BFPerry person_id=2591
ferguson,Ferguson,,From BFPerry person_id=1979
ferguspn,Ferguspn,,From BFPerry person_id=2659
fields,Fields,,From BFPerry person_id=4701
fillmore,Fillmore,,From BFPerry person_id=2212
filson,Filson,,From BFPerry person_id=3164
fishers,Fishers,,From BFPerry person_id=3367
flemings,Flemings,,From BFPerry person_id=2961
flora,Flora,,From BFPerry person_id=1859
flora_jones,Flora Jones,,From BFPerry person_id=2045
folgerheard,Folgerheard,,From BFPerry person_id=3422
ford,Ford,,From BFPerry person_id=2358
foster,Foster,,From BFPerry person_id=1615
foster_goodell,Foster Goodell,,From BFPerry person_id=3359
foster_perry,Foster Perry,,From BFPerry person_id=3437
fosters,Fosters,,From BFPerry person_id=3326
fox,Fox,,From BFPerry person_id=2735
frances_hayne,Frances Hayne,,From BFPerry person_id=2773
francis,Francis,,From BFPerry person_id=3323
francis_burt_esq,Francis Burt Esq,,From BFPerry person_id=3105
francis_hugh_wardlaw,Francis Hugh Wardlaw,,From BFPerry person_id=2287
francis_hugh_wardlaw,Francis Hugh] Wardlaw,,From BFPerry person_id=4270
francis_r_lubbock,Francis R.] Lubbock,,From BFPerry person_id=2227
francis_w_pickens,Francis W. Pickens,,From BFPerry person_id=3055
francis_w_pickens,Francis W.] Pickens,,From BFPerry person_id=5098
francis_wellman_fickling,Francis Wellman Fickling,,From BFPerry person_id=3020
francis_wellman_fickling,Francis Wellman] Fickling,,From BFPerry person_id=5061
francis_wilkinson_pickens,Francis Wilkinson Pickens,,From BFPerry person_id=2430
francis_wilkinson_pickens,Francis Wilkinson] Pickens,,From BFPerry person_id=4428
frank,Frank,,From BFPerry person_id=1585
frank_a_harmonica,Frank a Harmonica,,From BFPerry person_id=4300
frank_burt,Frank Burt,,From BFPerry person_id=2413
frank_cox,Frank Cox,,From BFPerry person_id=2391
frank_cox__tench_cox,Frank Cox & Tench Cox,,From BFPerry person_id=4388
frank_coxe,Frank Coxe,,From BFPerry person_id=2480
frank_fisher,Frank Fisher,,From BFPerry person_id=3314
frank_kayne,Frank Kayne,,From BFPerry person_id=3096
frank_key,Frank Key,,From BFPerry person_id=3474
frank_mcbee,Frank McBee,,From BFPerry person_id=1801
frank_parry,Frank Parry,,From BFPerry person_id=984
frank_perry,Frank Perry,,From BFPerry person_id=800
frank_pickens,Frank Pickens,,From BFPerry person_id=2855
frank_porcher,Frank Porcher,,From BFPerry person_id=2219
franklin_harper_elmore,Franklin Harper Elmore,,From BFPerry person_id=2559
franklin_harper_elmore,Franklin Harper] Elmore,,From BFPerry person_id=4565
franklin_j_moses,Franklin J. Moses,,From BFPerry person_id=2132
franklin_j_moses,Franklin J.] Moses,,From BFPerry person_id=4105
fre,Fre,,From BFPerry person_id=2993
frederick_nance,Frederick Nance,,From BFPerry person_id=2183
frederick_newton,Frederick Newton,,From BFPerry person_id=3429
frederick_rutledgethen,Frederick Rutledgethen,,From BFPerry person_id=1812
frederick_william_davie,Frederick William Davie,,From BFPerry person_id=2529
frederick_william_davie__reed,Frederick William] Davie & Reed,,From BFPerry person_id=4534
fredertick_gustavus_behre,Fredertick Gustavus Behre,,From BFPerry person_id=3007
fredertick_gustavus_behre,Fredertick Gustavus] Behre,,From BFPerry person_id=5048
freeman,Freeman,,From BFPerry person_id=1804
freemont,Freemont,,From BFPerry person_id=1746
fremont,Fremont,,From BFPerry person_id=1941
frost,Frost,,From BFPerry person_id=1870
frosts,Frosts,,From BFPerry person_id=2162
frosts_son,Frosts son,,From BFPerry person_id=3233
fulk,Fulk,,From BFPerry person_id=2758
fuller,Fuller,,From BFPerry person_id=2456
furman,Furman,,From BFPerry person_id=2092
furmans,Furmans,,From BFPerry person_id=3039
g,G,,From BFPerry person_id=4609
g,G.,,From BFPerry person_id=4165
g_allen_huggins,G. Allen Huggins,,From BFPerry person_id=3497
g_allen_huggins,G. Allen] Huggins,,From BFPerry person_id=5579
gm_thompson,G.M. Thompson,,From BFPerry person_id=2406
gm_thorp,G.M. Thorp,,From BFPerry person_id=1839
gadberry,Gadberry,,From BFPerry person_id=1731
gadsden,Gadsden,,From BFPerry person_id=2651
gadsden_king,Gadsden King,,From BFPerry person_id=3114
gaillard,Gaillard,,From BFPerry person_id=2042
gaillard__moore,Gaillard & Moore,,From BFPerry person_id=4291
gantt,Gantt,,From BFPerry person_id=2549
gantts,Gantts,,From BFPerry person_id=3358
gardiner,Gardiner,,From BFPerry person_id=2035
gardiners,Gardiners,,From BFPerry person_id=2091
gardner,Gardner,,From BFPerry person_id=2344
garland,Garland,,From BFPerry person_id=1930
garlington,Garlington,,From BFPerry person_id=2607
garlingtons,Garlingtons,,From BFPerry person_id=3511
garrison,Garrison,,From BFPerry person_id=2177
garvin,Garvin,,From BFPerry person_id=3327
garvins,Garvins,,From BFPerry person_id=3430
gary,Gary,,From BFPerry person_id=2815
geddings,Geddings,,From BFPerry person_id=2076
geddings_bill,Geddings Bill,,From BFPerry person_id=3473
gelncoe,Gelncoe,,From BFPerry person_id=3411
genl_adams,Genl Adams,,From BFPerry person_id=2971
genl_butler,Genl Butler,,From BFPerry person_id=3378
genl_lee,Genl Lee,,From BFPerry person_id=1887
george,George,,From BFPerry person_id=2464
george,George.,,From BFPerry person_id=2417
george_a_gardiner,George A. Gardiner,,From BFPerry person_id=2090
george_a_gardiner,George A.] Gardiner,,From BFPerry person_id=4062
george_a,George A.],,From BFPerry person_id=2187
george_alfred,George Alfred,,From BFPerry person_id=1834
george_alfred,George Alfred],,From BFPerry person_id=3799
george_bryant,George Bryant,,From BFPerry person_id=3372
george_butler,George Butler,,From BFPerry person_id=3458
george_croft,George Croft,,From BFPerry person_id=2374
george_f_townes,George F.] Townes,,From BFPerry person_id=1736
george_franklin_townes,George Franklin Townes,,From BFPerry person_id=3189
george_franklin_townes,George Franklin] Townes,,From BFPerry person_id=5241
george_gliddon,George Gliddon,,From BFPerry person_id=2276
george_gliddon,George] Gliddon,,From BFPerry person_id=4258
george_gordon_meade,George Gordon] Meade,,From BFPerry person_id=3244
george_h_pendleton,George H. Pendleton,,From BFPerry person_id=2931
george_h_pendleton,George H.] Pendleton,,From BFPerry person_id=4961
george_town,George Town,,From BFPerry person_id=3442
george_washington_dargan,George Washington Dargan,,From BFPerry person_id=2522
george_washington_dargan,George Washington] Dargan,,From BFPerry person_id=4524
george_wells,George Wells,,From BFPerry person_id=1903
george_wells,George Wells &,,From BFPerry person_id=3100
george_wells__ds,George Wells & Ds,,From BFPerry person_id=5274
georgia_sperman,Georgia Sperman,,From BFPerry person_id=3494
gibbes,Gibbes,,From BFPerry person_id=1994
gibbon,Gibbon,,From BFPerry person_id=2879
gibbs,Gibbs,,From BFPerry person_id=1827
gibson,Gibson,,From BFPerry person_id=2856
gift,Gift,,From BFPerry person_id=4533
gill,Gill,,From BFPerry person_id=3080
gill_watson,Gill Watson,,From BFPerry person_id=3045
gillison,Gillison,,From BFPerry person_id=2665
gilmore,Gilmore,,From BFPerry person_id=2176
gilmore_simms,Gilmore Simms,,From BFPerry person_id=2188
gilmore_simms,Gilmore Simms &,,From BFPerry person_id=5398
gilreath,Gilreath,,From BFPerry person_id=3174
gilreathes,Gilreathes,,From BFPerry person_id=2703
gilreaths,Gilreaths,,From BFPerry person_id=3140
gist,Gist,,From BFPerry person_id=3023
gladden,Gladden,,From BFPerry person_id=3136
gladden_the_bursar,Gladden the Bursar,,From BFPerry person_id=3252
glencoe,Glencoe,,From BFPerry person_id=2119
gliddon,Gliddon,,From BFPerry person_id=3159
glover,Glover,,From BFPerry person_id=2052
god,God,,From BFPerry person_id=1684
golding,Golding,,From BFPerry person_id=2872
goldsmith,Goldsmith,,From BFPerry person_id=2521
goodlett,Goodlett,,From BFPerry person_id=2727
goodletts,Goodletts,,From BFPerry person_id=2152
goodnight,Goodnight,,From BFPerry person_id=3242
goodwin,Goodwin,,From BFPerry person_id=1828
goodwyn,Goodwyn,,From BFPerry person_id=2619
gordon_pool,Gordon Pool,,From BFPerry person_id=3373
gourdin,Gourdin,,From BFPerry person_id=2725
governor_hampton,Governor Hampton,,From BFPerry person_id=1542
governor_pickens,Governor Pickens,,From BFPerry person_id=1194
governors,Governors,,From BFPerry person_id=2416
gowen,Gowen,,From BFPerry person_id=2776
gowens,Gowens,,From BFPerry person_id=3276
gower,Gower,,From BFPerry person_id=2891
grady,Grady,,From BFPerry person_id=2070
graham,Graham,,From BFPerry person_id=1722
grahamville,Grahamville,,From BFPerry person_id=2257
grandchildren,Grandchildren,,From BFPerry person_id=2603
grandma,Grandma,,From BFPerry person_id=2308
grant,Grant,,From BFPerry person_id=1953
grayson,Grayson,,From BFPerry person_id=3294
grecian_temple,Grecian Temple,,From BFPerry person_id=2019
green,Green,,From BFPerry person_id=1644
greene,Greene,,From BFPerry person_id=2393
greenes,Greenes,,From BFPerry person_id=2796
greenfield,Greenfield,,From BFPerry person_id=2968
greens,Greens,,From BFPerry person_id=1833
greenville,Greenville,,From BFPerry person_id=2160
greenville_ch,Greenville C.H.,,From BFPerry person_id=2542
greenville_court,Greenville Court,,From BFPerry person_id=5463
greenville_dist,Greenville Dist,,From BFPerry person_id=4715
greenvilleto_asheville,Greenvilleto Asheville,,From BFPerry person_id=5394
greenwood,Greenwood,,From BFPerry person_id=2937
gregg,Gregg,,From BFPerry person_id=3481
greggs_regiment,Greggs Regiment,,From BFPerry person_id=2562
gridley,Gridley,,From BFPerry person_id=3044
griffin,Griffin,,From BFPerry person_id=2441
griffins,Griffins,,From BFPerry person_id=3488
grimball,Grimball,,From BFPerry person_id=3046
grisham,Grisham,,From BFPerry person_id=2662
gue,Gue,,From BFPerry person_id=2193
guignards,Guignards,,From BFPerry person_id=2040
gus_hoke,Gus Hoke,,From BFPerry person_id=2551
h,H,,From BFPerry person_id=5395
h_thurston,H. Thurston,,From BFPerry person_id=2299
h_white,H. White,,From BFPerry person_id=1782
ha,Ha,,From BFPerry person_id=3149
hagood,Hagood,,From BFPerry person_id=2261
hallie_c_your,Hallie C.  Your,,From BFPerry person_id=3963
hallie_c_your,Hallie C. Your,,From BFPerry person_id=1992
hamilton,Hamilton,,From BFPerry person_id=2637
hamlin,Hamlin,,From BFPerry person_id=1689
hamlin_beattie,Hamlin Beattie,,From BFPerry person_id=2486
hamlin_beatty,Hamlin Beatty,,From BFPerry person_id=2024
hammerscolds,Hammerscolds,,From BFPerry person_id=1670
hammett,Hammett,,From BFPerry person_id=3375
hammond_c,Hammond &c.,,From BFPerry person_id=5372
hammonds,Hammonds,,From BFPerry person_id=2862
hampton,Hampton,,From BFPerry person_id=1707
happen,Happen,,From BFPerry person_id=5137
harleston_read,Harleston Read,,From BFPerry person_id=3093
harman,Harman,,From BFPerry person_id=3125
harper,Harper,,From BFPerry person_id=2283
harpers,Harpers,,From BFPerry person_id=2129
harpers_ferry,Harpers Ferry,,From BFPerry person_id=3102
harralson,Harralson,,From BFPerry person_id=2131
harriet_perry,Harriet Perry,,From BFPerry person_id=3269
harriet_thurston,Harriet Thurston,,From BFPerry person_id=2921
harris,Harris,,From BFPerry person_id=3360
harrison,Harrison,,From BFPerry person_id=2068
harrison_jr,Harrison Jr,,From BFPerry person_id=2955
harrisons,Harrisons,,From BFPerry person_id=2764
harry,Harry,,From BFPerry person_id=2873
harry_hammond,Harry Hammond,,From BFPerry person_id=2599
harry_hammond,Harry] Hammond,,From BFPerry person_id=4607
hasan,Hasan,,From BFPerry person_id=2409
hasle,Hasle,,From BFPerry person_id=3287
hastie,Hastie,,From BFPerry person_id=2254
hawkins,Hawkins,,From BFPerry person_id=2455
hawthorn,Hawthorn,,From BFPerry person_id=2543
hayne,Hayne,,From BFPerry person_id=1735
hayne_col,Hayne Col,,From BFPerry person_id=3316
hayne_perry,Hayne Perry,,From BFPerry person_id=1518
hayne_wells,Hayne Wells,,From BFPerry person_id=2422
haynes,Haynes,,From BFPerry person_id=1686
haynsworth,Haynsworth,,From BFPerry person_id=3090
headen,Headen,,From BFPerry person_id=2540
headquarters,Headquarters,,From BFPerry person_id=5190
heit,Heit,,From BFPerry person_id=2369
helen_harrington,Helen Harrington,,From BFPerry person_id=2478
henderson,Henderson,,From BFPerry person_id=1599
henry,Henry,,From BFPerry person_id=1586
henry,Henry &,,From BFPerry person_id=4054
henry_buist,Henry Buist,,From BFPerry person_id=3193
henry_cauble,Henry Cauble,,From BFPerry person_id=2269
henry_clinton,Henry Clinton,,From BFPerry person_id=2774
henry_d_doyley,Henry D. Doyley,,From BFPerry person_id=3347
henry_deas_lesesne,Henry Deas Lesesne,,From BFPerry person_id=3196
henry_deas_lesesne,Henry Deas] Lesesne,,From BFPerry person_id=5248
henry_heyward,Henry Heyward,,From BFPerry person_id=2065
henry_l_pinckney,Henry L. Pinckney,,From BFPerry person_id=2658
henry_pinckney,Henry Pinckney,,From BFPerry person_id=3374
henry_pinckney,Henry Pinckney],,From BFPerry person_id=5448
henry_pinckney_hammett,Henry Pinckney Hammett,,From BFPerry person_id=3188
henry_pinckney_hammett,Henry Pinckney] Hammett  &,,From BFPerry person_id=5240
henry_sparnick,Henry Sparnick,,From BFPerry person_id=2724
henry_sparnick,Henry] Sparnick,,From BFPerry person_id=4742
henry_t_thompsons,Henry T. Thompsons,,From BFPerry person_id=1672
henry_thompson,Henry Thompson,,From BFPerry person_id=3099
henry_thurston,Henry Thurston,,From BFPerry person_id=2786
henry_william_garlington,Henry William Garlington,,From BFPerry person_id=3334
henry_william_garlington,Henry William] Garlington,,From BFPerry person_id=5403
herald,Herald,,From BFPerry person_id=1954
herbemont,Herbemont,,From BFPerry person_id=2214
heretofore,Heretofore,,From BFPerry person_id=2945
herndon,Herndon,,From BFPerry person_id=1862
herrick,Herrick,,From BFPerry person_id=3028
hext,Hext,,From BFPerry person_id=1637
hext_mccall,Hext McCall,,From BFPerry person_id=2874
heyward,Heyward,,From BFPerry person_id=2217
heywards,Heywards,,From BFPerry person_id=2200
hicks,Hicks,,From BFPerry person_id=3272
higgins,Higgins,,From BFPerry person_id=3238
hill,Hill,,From BFPerry person_id=2645
hillhouse,Hillhouse,,From BFPerry person_id=2546
hobby,Hobby,,From BFPerry person_id=3296
hodges,Hodges,,From BFPerry person_id=2285
hoke,Hoke,,From BFPerry person_id=2056
holbeck,Holbeck,,From BFPerry person_id=3172
hole,Hole,,From BFPerry person_id=2782
holl,Holl,,From BFPerry person_id=2154
holland,Holland,,From BFPerry person_id=3363
home,Home,,From BFPerry person_id=2584
homer,Homer,,From BFPerry person_id=2517
homes,Homes,,From BFPerry person_id=3166
hon_j_izard_middleton,Hon. J. Izard Middleton,,From BFPerry person_id=1528
honea_path,Honea Path,,From BFPerry person_id=2823
hood,Hood,,From BFPerry person_id=3336
hooks,Hooks,,From BFPerry person_id=2117
hopkins_williams,Hopkins Williams,,From BFPerry person_id=2232
horn,Horn,,From BFPerry person_id=3237
horton,Horton,,From BFPerry person_id=2673
hough,Hough,,From BFPerry person_id=2812
howard,Howard,,From BFPerry person_id=1624
howell,Howell,,From BFPerry person_id=2641
howlike,Howlike,,From BFPerry person_id=3201
hoyt,Hoyt,,From BFPerry person_id=3391
hubbard,Hubbard,,From BFPerry person_id=2944
hudson,Hudson,,From BFPerry person_id=2251
huger,Huger,,From BFPerry person_id=2469
hughes,Hughes,,From BFPerry person_id=2965
hughson,Hughson,,From BFPerry person_id=2302
hunt,Hunt,,From BFPerry person_id=1949
hunter,Hunter,,From BFPerry person_id=1771
hunters,Hunters,,From BFPerry person_id=1770
hurrah,Hurrah,,From BFPerry person_id=1569
husband,Husband,,From BFPerry person_id=2170
hutson,Hutson,,From BFPerry person_id=2977
i,I.,,From BFPerry person_id=5583
ill,Ill,,From BFPerry person_id=4645
ingersoll,Ingersoll,,From BFPerry person_id=2806
ingersolls,Ingersolls,,From BFPerry person_id=2014
inkstand_ivory,inkstand ivory,,From BFPerry person_id=5284
inson,Inson,,From BFPerry person_id=2928
intelligencer,Intelligencer,,From BFPerry person_id=1885
ioor,Ioor,,From BFPerry person_id=2028
irby,Irby,,From BFPerry person_id=1891
irvin,Irvin,,From BFPerry person_id=2029
irvine,Irvine,,From BFPerry person_id=2030
irvine_jones,Irvine Jones,,From BFPerry person_id=2245
irwin,Irwin,,From BFPerry person_id=3036
isaac,Isaac,,From BFPerry person_id=3053
isaac__william_taylor,Isaac & William Taylor,,From BFPerry person_id=5021
isaac_bryan,Isaac Bryan,,From BFPerry person_id=2711
isaac_hayne,Isaac Hayne,,From BFPerry person_id=1612
isaac_hayne,Isaac Hayne &,,From BFPerry person_id=2088
isaac_hayne,Isaac Hayne.,,From BFPerry person_id=2077
isaac_hayne__captain,Isaac Hayne & Captain,,From BFPerry person_id=4880
isaac_henry,Isaac Henry,,From BFPerry person_id=2008
isaac_holmes,Isaac Holmes,,From BFPerry person_id=1816
isaac_holmes,Isaac] Holmes,,From BFPerry person_id=3781
isaac_taylor,Isaac Taylor,,From BFPerry person_id=2981
isaacs,Isaacs,,From BFPerry person_id=3277
iva_williams,Iva Williams,,From BFPerry person_id=2888
ivory_match_box,ivory match box,,From BFPerry person_id=5285
izard,Izard,,From BFPerry person_id=2880
izardrequested,Izardrequested,,From BFPerry person_id=3368
j_izard_middleton,J. Izard Middleton,,From BFPerry person_id=2708
jb_campbell,J.B. Campbell,,From BFPerry person_id=2215
jh_hammond,J.H. Hammond,,From BFPerry person_id=934
ji_middleton,J.I. Middleton,,From BFPerry person_id=3253
jl_orr,J.L. Orr,,From BFPerry person_id=936
jabez_jr_westcoat,Jabez J.R. Westcoat,,From BFPerry person_id=2087
jack,Jack,,From BFPerry person_id=2372
jack_jenkins,Jack Jenkins,,From BFPerry person_id=2375
jackson,Jackson,,From BFPerry person_id=2204
jacobs,Jacobs,,From BFPerry person_id=1784
james,James,,From BFPerry person_id=1565
james_b_campbell,James B. Campbell,,From BFPerry person_id=3187
james_b_campbell,James B.] Campbell,,From BFPerry person_id=5239
james_benson,James Benson,,From BFPerry person_id=2625
james_black,James Black,,From BFPerry person_id=1817
james_black,James] Black,,From BFPerry person_id=3782
james_chesnut,James Chesnut,,From BFPerry person_id=3061
james_chesnut,James] Chesnut,,From BFPerry person_id=5104
james_cunninghams,James Cunninghams,,From BFPerry person_id=2147
james_diament,James Diament,,From BFPerry person_id=1748
james_edward_henry,James Edward Henry,,From BFPerry person_id=2686
james_edward_henry,James Edward] Henry,,From BFPerry person_id=4702
james_farrow,James Farrow,,From BFPerry person_id=2914
james_farrow,James] Farrow,,From BFPerry person_id=4944
james_gibbes,James Gibbes,,From BFPerry person_id=3366
james_gibbs,James Gibbs,,From BFPerry person_id=2196
james_h_adams,James H. Adams,,From BFPerry person_id=2752
james_h_adams,James H.] Adams,,From BFPerry person_id=4770
james_h_irby,James H. Irby,,From BFPerry person_id=1933
james_h_irby,James H.] Irby,,From BFPerry person_id=3902
james_h_norwood,James H. Norwood,,From BFPerry person_id=3021
james_h_norwood,James H.] Norwood,,From BFPerry person_id=5062
james_h_rion,James H. Rion,,From BFPerry person_id=2927
james_h_rion,James H.] Rion,,From BFPerry person_id=4957
james_harrison,James Harrison,,From BFPerry person_id=2291
james_henley,James Henley,,From BFPerry person_id=3086
james_henry_hammond,James Henry Hammond,,From BFPerry person_id=2986
james_henry_hammond,James Henry] Hammond,,From BFPerry person_id=5026
james_j,James J.,,From BFPerry person_id=3483
james_j,James J.],,From BFPerry person_id=5566
james_l_orr,James L. Orr,,From BFPerry person_id=2004
james_l_orr,James L.] Orr,,From BFPerry person_id=3975
james_l_petigrus,James L. Petigrus,,From BFPerry person_id=2298
james_l_petigrus,James L.] Petigrus,,From BFPerry person_id=4281
james_lawrence_orr,James Lawrence Orr,,From BFPerry person_id=2190
james_lawrence_orr,James Lawrence] Orr,,From BFPerry person_id=4169
james_louis_petigru,James Louis Petigru,,From BFPerry person_id=1691
james_louis_petigru__dr,James Louis] Petigru & Dr.,,From BFPerry person_id=3651
james_m_carlisle,James M. Carlisle,,From BFPerry person_id=3180
james_m_carlisle,James M.] Carlisle,,From BFPerry person_id=5231
james_m_gadberry,James M. Gadberry,,From BFPerry person_id=3482
james_m_gadberry,James M.] Gadberry &,,From BFPerry person_id=5565
james_mccullough,James McCullough,,From BFPerry person_id=2668
james_mccullough,James] McCullough,,From BFPerry person_id=4682
james_moore,James Moore,,From BFPerry person_id=1904
james_moore_wayne,James Moore Wayne,,From BFPerry person_id=2943
james_moore_wayne,James Moore] Wayne,,From BFPerry person_id=4978
james_ohanlon,James OHanlon,,From BFPerry person_id=3436
james_ohanlon,James] OHanlon,,From BFPerry person_id=5517
james_ohanlons,James OHanlons,,From BFPerry person_id=3226
james_ohanlons,James]  OHanlons,,From BFPerry person_id=5282
james_parsons_carroll,James Parsons Carroll,,From BFPerry person_id=3117
james_parsons_carroll,James Parsons] Carroll,,From BFPerry person_id=5167
james_perrin,James Perrin,,From BFPerry person_id=1990
james_petigru_boyce,James Petigru Boyce,,From BFPerry person_id=3332
james_petigru_boyce,James Petigru] Boyce,,From BFPerry person_id=5401
james_simmons,James Simmons,,From BFPerry person_id=3191
james_simmons,James] Simmons,,From BFPerry person_id=5243
james_simons,James Simons,,From BFPerry person_id=2318
james_smith_rhett,James Smith Rhett,,From BFPerry person_id=2771
james_smith_rhett,James Smith] Rhett,,From BFPerry person_id=4791
james_washington,James Washington,,From BFPerry person_id=3060
jane,Jane,,From BFPerry person_id=3250
jane_adams,Jane Adams,,From BFPerry person_id=3120
jane_walker,Jane Walker,,From BFPerry person_id=3171
janney,Jann[e]y,,From BFPerry person_id=2738
janney,Janney,,From BFPerry person_id=1706
