residence_id,person_id,person_name,place_id,place_name,place_type_code,residence_type_code,date_start,date_end,source_id,source_type_code,source_title,source_creator,source_date_created,source_citation_full,source_notes,notes
,272,,9,,,professional_base,1830-01-01,,1,,,,,,,SCAFFOLD_TODO: verify Fort Hill/Pendleton residence dates.
