person_id,full_name,rel_count,category_guess,candidate_canonical_ids,candidate_canonical_names,action,merge_target_id,rename_to,notes
1186,Sumpter,0,unmatched,,,,,,
1011,Sumter,2,surname,1038,Sumter Guards,,,,
886,SUSAN,3,firstname,50;419;420;421;422;607;867,Aunt Susan;Susan B. McColl;Susan Hayne;Susan Hoke;Susan Perry;Susan Webb;Susan Petigru King,,,,
591,Sweet,0,surname,590;1102,Laura Sweet;Sweet Springs,,,,
935,Taber,0,surname,522,William R. Taber,,,,
901,Taylor,2,surname,20;207;400;528;539;838,Alexander Taylor;Isaac Taylor;Sally Taylor;William Taylor;Willie Taylor;Josiah Taylor,,,,
621,Tazewell,0,unmatched,,,,,,
1181,Territory,0,unmatched,,,,,,
1117,Theater,0,unmatched,,,,,,
753,Thermometer,0,unmatched,,,,,,
562,Thomas,9,firstname,433;434;435;436;437;438;439;440;441;442;443;444;445;446;499;730;778;852,Thomas A. Hendricks;Thomas Butler;Thomas Case;Thomas Dawkins;Thomas E. Ware;Thomas Gowen;Thomas Jefferson;Thomas Jefferson Withers;Thomas Martin Wagner;Thomas Nuckolls Dawkins;Thomas Roberts;Thomas Stephen;Thomas Thurston;Thomas Worth Glover;William H. Thomas;Thomas Grimke;Thomas Joseph Pettigrew;Thomas Petigru,,,,
844,Thurston,0,surname,185;198;394;445;458,Harriet Thurston;Henry Thurston;Robert Thurston;Thomas Thurston;Tom Thurston,,,,
859,Timothy,1,unmatched,,,,,,
898,Tinsley,0,unmatched,,,,,,
1015,Tognio,1,unmatched,,,,,,
1012,Togno,2,unmatched,,,,,,
568,Tom,17,surname,448;449;450;451;452;453;454;455;456;457;458;658;712;754;966;1018;1050;1164;1171,Tom Adams;Tom Beattie;Tom Butler;Tom Earle;Tom Jones;Tom Long;Tom Pickens;Tom Poe;Tom Thompson;Tom Thumb;Tom Thurston;Tom Gantt;Tom Williams;Tom Condy;Tom Huger hang;Tom Coffin;Tom Wagner;Tom Rhett;Tom Pelot,,,,
649,Ton,0,unmatched,,,,,,
1063,Toney,0,unmatched,,,,,,
577,Tony,0,unmatched,,,,,,
680,Toomer,2,unmatched,,,,,,
994,Trescot,10,unmatched,,,,,,
1240,Trescott,0,unmatched,,,,,,
811,Trezevant,1,surname,328;896,Louis Trezevant Wigfall;Peter Trezevant,,,,
964,Tupper,1,unmatched,,,,,,
703,Tyler,2,unmatched,,,,,,
659,Uncertain,0,unmatched,,,,,,
757,Uncle,4,junk,,,drop,,,
1158,Vine,0,unmatched,,,,,,
969,Voyages,0,unmatched,,,,,,
1066,W.,0,surname,462;471,W.A. McDaniel;W.C. Preston,,,,
733,Waddy,0,surname,463;464,Waddy Thompson;Waddy Williams,,,,
1144,Wakulla,0,unmatched,,,,,,
1072,Wardens,0,unmatched,,,,,,
711,Warren,0,surname,469,Warren Davis,,,,
637,Wayne,9,surname,230,James Moore Wayne,,,,
688,Webster,11,unmatched,,,,,,
986,Werner,0,unmatched,,,,,,
1000,Whaley,0,surname,999,William Whaley,,,,
1096,Whitfields,0,unmatched,,,,,,
884,Wickham,0,unmatched,,,,,,
1055,Wigfall,0,surname,328,Louis Trezevant Wigfall,,,,
760,Wightman,4,unmatched,,,,,,
1017,William,13,firstname,5;6;87;162;199;478;479;480;481;482;483;484;485;486;487;488;489;490;491;492;493;494;495;496;497;499;500;501;502;503;504;505;506;507;508;509;510;511;512;513;514;515;516;517;518;519;520;521;522;523;524;525;526;527;528;529;530;531;717;755;782;881;890;891;913;999;1016;1041;1075;1178;1211;1217;1254,William Drayton;William Elliott;Christopher William Dudley;Frederick William Davie;Henry William Garlington;William A. Williams;William Adolphus Mooney &;William Aiken;William Alexander Rosborough;William Blanding;William Butlers;William C. Preston;William Calhoun;William Campbell;William Dalrymple Johnson;William Dunlap;William Dunlap Simpson;William Easley;William Edward;William Elliot;William Faber;William Ferguson;William Ford;William Fuller;William Gilmore Simms;William H. Thomas;William Hayne Perry;William H.C. Whiting;William Henry Foote;William Henry Millburns;William Henry White;William J. Hardee;William Jacobs;William John Grayson;William Johnson;William L. Yancey;William Lawton;William Lewis Sharkey;William Lowndes;William Lyles;William Martin;William Mauldins;William McCreight;William Mills;William Orlando;William Perry;William Pierce Price;William Pinckney;William R. Taber;William Rowland;William S. Archer;William Segar;William Sidney Mullins;William Smith;William Taylor;William Thompson;William Wallace;William Williams;William Jones;William Scott;William Beechy;William H. Cabell;William Blanding's;William Gillison;William Ross;William Whaley;William Cuthbert;William C. Hetward;William C.j Preston;william carson;William Heyward;William I. Pettigrew;William Pettigrew,,,,
713,Williams,3,surname,38;201;208;344;464;478;531;712;984;1043;1208,Anne Williams;Hopkins Williams;Iva Williams;Mathew Williams;Waddy Williams;William A. Williams;William Williams;Tom Williams;George W. Williams;S. C. WILLIAMS;George Williams,,,,
977,Willie,3,surname,532;533;534;535;536;537;538;539,Willie Beattie;Willie Butler;Willie Gill Watson;Willie Long;Willie Martin;Willie Perry;Willie Rhetts;Willie Taylor,,,,
580,Willington,5,surname,1192,Willington Guards,,,,
888,Winchester,1,unmatched,,,,,,
1044,Wingate,3,unmatched,,,,,,
996,Wise,0,unmatched,,,,,,
771,WiUiam,0,unmatched,,,,,,
1230,Wonderful,0,unmatched,,,,,,
1080,Woodstock,0,unmatched,,,,,,
552,Wright,0,unmatched,,,,,,
952,Yancey,0,surname,509,William L. Yancey,,,,
1004,Young,1,surname,693;995;1031;1226,Young Hayne;Henry Young;Lewis Young's;Lewis Young,,,,
